Název;E-mail;Telefon
"REALTREND, s.r.o.";dusan.nebyla@gmail.com;"0904 336 446"
"REALTY FINANCIAL SERVICE, s.r.o.";matej.geci@realtyservice.sk;"0911 996 443"
"realty JAS";ksvantnerova@realityjas.sk;"0903 814 755"
"Realty Prenos";prenostretia@mailinator.com;"0914 321 876"
"RealVEA s. r. o.";office@realvea.sk;"0910 393 363"
RealWorld;sellhell@hotmail.com;"0905 905 905"
REALXPERT;realxpert1@gmail.com;"0918 754 500"
REALYO;info@realyo.sk;"0905 136 293"
"REALYS s.r.o.";realys@realys.sk;"0905 610 181"
"RealZet, s.r.o.";realzet@realzet.sk;"0948 070 717"
"REaMOS, spol. s r.o.";rado.birka@gmail.com;"0948 014 488"
"Reas Grand spol. s r.o.";reasgrand@reasgrand.sk;"0905 202 777"
"REAX s. r. o.";reax@reax.sk;"0903 461 765"
"REAXXIS s.r.o";reaxxis@reaxxis.sk;"0911 755 529"
"REB - REAL PARTNERS, s. r. o.";centrala@reb.sk;"0911 834 835"
"REBBID s.r.o.";mezdej@rbmc.sk;"+421 948 102 785"
"Rebecca Real Estate";zuzana.jankulova@rebeccarealestate.sk;"0911 776 018"
"REBEKA REAL, spol. s r.o.";rebekareal@rebeka.sk;"0949 254 605"
"Rebix, s.r.o.";roman.kvasnovsky@gmail.com;"421 903 758 488"
"RECARE - Reality Care";recare@recare.sk;"0917 988 898"
RECIO,s.r.o;info@recio.sk;"0905 267 167"
"RECLOUD Reality a.s.";recloud@fingo.sk;"0908 263 323"
"RECO, s.r.o.";jf@reco.sk;"0905 970 058"
Recofin;recofin.reality@zoznam.sk;"0903 970 365"
"Recofin, s.r.o.";kysela@za.kx.sk;"0905 144 410"
"RECOM, s.r.o.";gajdosik@recomreality.sk;"0905 648 720"
"RECOMP, s.r.o.";recomp@recomp.sk;"+421 905 924 303"
"Red Bridge s.r.o.";miroslav.miho@gmail.com;"0902 208 209"
"Red Hill Real s.r.o.";info@redhillreal.sk;"0917 873 575"
"Red Knight s.r.o.";ksinanova@redknight.sk;"0905 541 021"
"RED reality s.r.o.";redreality@redreality.sk;"0903 308 711"
"RED TIME, s.r.o.";redtimepoprad@gmail.com;"0911 949 016"
"REDO reality s.r.o";info@redoreality.sk;"0948 555 001"
"Redomty s.r.o";vaneckova@redomty.sk;"0903 855 264"
"Reegas s.r.o.";reegas@reegas.sk;"0904 669 994"
"REFINANCE CREDIT s.r.o.";reality@shoppinghysteria.sk;"0948 912 266"
Refinhy;plastiakovafingosk@gmail.com;"0909 111 611"
Refistav;hajdukova.jana@gmail.com;"0902 558 881"
"REFISTAV - TRADE, s. r. o.";jana.lunio@refistavtrade.sk;"0902 558 881"
"Reflex reality";reflex-reality@reflex-reality.sk;"0905 230 373"
"REFLEX, spol. s r.o.";reflex@pegonet.sk;"0911 641 937"
"REG Invest., s. r. o.";sales@reginvest.eu;"+421 903 511 425"
"Rega courier services";leandro1@azet.sk;"0908 070 024"
"Rega courier services";realty.vlasaty@gmail.com;"0918 226 816"
"REGAL Reality";a.jarosinec@gmail.com;"0910 307 001"
"REGAS HP, spol. s r.o.";regas-hp@regas-hp.sk;"0907 241 765"
"REGIA Real, a.s.";info@regia.sk;"0908 474 104"
"REGIO-REAL, s.r.o.";info@regioreal.sk;"0908 044 559"
"Regionálna realitná s.r.o.";cervienka.peter@gmail.com;"0908 780 436"
"Regionálna Realitná, s.r.o.";peter.cervienka@gmail.com;"0908 780 436"
"Regionálny Rozvoj Liptova s.r.o.";aktualizujte.si.prosim@email.sk;"0917 634 369"
"REGIUS s.r.o.";regius@regius.sk;"0911 135 669"
"Regus Business Centre Bratislava sro";portals.europe@regus.com;"+421 259 396 100"
"Rehak interier s. r. o.";reality@rehakreality.sk;"0911 723 462"
"REI PREMIUM s. r. o.";office@dovalagroup.sk;"+421 949 333 999"
"REI PREMIUM SK s. r. o.";krajcovic@reipremium.sk;"+421 948 963 963"
"Reiko reality";pavol.dolezal@reiko.sk;"0948 881 884"
"Reinoo a.s.";reinoo@reinoo.com;"0910 274 043"
"Reinoo Rent, a.s.";kadakova.maria@gmail.com;"0908 488 688"
"REINS GROUP";info@reins.sk;"0948 299 939"
"REINVEST s.r.o.";reinvest.eu@gmail.com;"0911 323 909"
"Reinvesta, k. s.";mzubal@bptleasing.sk;"0905 940 645"
"REIS s.r.o.";info@reis.sk;"0903 240 246"
"REJA CORPORATION s.r.o.";spravcovska.kancelaria@gmail.com;"0915 281 007"
"ReKan PLUS";info@rekanplus.sk;"0919 284 147"
"Rekomat, spol. s r.o.";vla.kosik@gmail.com;"+421 905 447 270"
"Rekonreal s.r.o.";info@rekonreal.sk;"0904 898 393"
REKREALITY;jhain@rekreality.online;"+421 905 963 249"
"REKUNST, s.r.o.";info@rekunst.sk;"0905 609 311"
"Rela Company s.r.o.";rela@relacompany.eu;"0918 880 060"
"RELAD spol.s r.o.";info@relad.sk;"0903 222 768"
"Relax Properties s.r.o.";info@relaxproperties.sk;"+421 911 819 152"
"Relax Reality";peterkapsa@gmail.com;"0918 653 194"
"Relaxi.sk - realitná, správcovská a dražobná spoločnosť";relaxi@eurosite.sk;"0911 765 928"
"RELAXTUR TURIEC a.s.";aktualizujte.si.prosim@email.sk;"0434 237 234"
"RELCOM Realitná kancelária";officekosice@relcom.sk;"0903 796 732"
"Reliart Slovensko, spol. s r.o.";kral@reliart.sk;"0903 853 535"
"RELIOS s.r.o.";info@relios.sk;"0903 941 655"
"Relix, s.r.o.";relix@relix.sk;"+421 911 650 121"
"RELUXX GROUP SLOVAKIA k.s.";vavercak@reluxx.sk;"+421 905 616 344"
"REM Real Estate";adamsky@remgroup.sk;"0907 238 867"
REMAR;remar@zoznam.sk;"+421 905 980 546"
"REMASTVA s.r.o";remastva@gmail.com;"0917 828 722"
"REMATUS s. r. o.";emlaurova@gmail.com;"0905 351 195"
"Remax Absolute 1";anrea.kacurova@re-max.sk;"+421 915 951 219"
"REMAX Family";family@re-max.sk;"0908 123 344"
"Remax Plus";mario.fliega@re-max.sk;"0949 828 231"
Rembrandt-realfin,s.r.o.;rembrandt-realfin@rembrandt-realfin.sk;"0904 831 706"
"Remi reality s.r.o.";info@remireality.sk;"0904 504 108"
"REMIOR s.r.o.";remior.reality@gmail.com;"0907 991 105"
"REMIOR s.r.o.";oravec@kamior.sk;"0905 475 459"
"Remm s.r.o.";remm@remm.sk;"0905 733 900"
"REMO reality s. r. o.";info@remoreality.sk;"0903 708 707"
"Remus s.r.o.";liviakalinova@gmail.com;"+421 905 777 123"
"RENA Real";antolik@zmail.sk;"0944 626 491"
"RENA REAL";reality@renareal.sk;"0944 626 491"
"RENAD-STAV s.r.o.";info@renadstav.sk;"0905 719 487"
RENAKO;silukto@gmail.com;"0949 353 015"
Renami;info@renami.sk;"0907 787 808"
"Renata Barusová - Mercury";mercury.barusova@gmail.com;"0911 787 553"
"Renata Greschner - REAL";renatagreschnerreal@gmail.com;"0917 902 966"
"Renata Pincekova";info@pinkyreal.sk;"+421 908 740 442"
"Renatas Real Estate, s.r.o.";renatas.real@gmail.com;"0905 668 888"
"Renature s r.o.";info@renatabaltova.sk;"+421 915 849 207"
"Rene Kováč";007Rene007@azet.sk;"0911 262 375"
"Reno Realitná kancelária";renoreal@drobnastavba.sk;"0918 756 014"
"Reno Realitná kancelária";info@kupapredaj.eu;"0911 178 888"
ReNoM;novak@hypoconsulting.sk;"+421 919 212 151"
"RENOME REAL";vladimir.korcek@renomereal.sk;"0907 499 361"
"RENOMONT Slovakia s.r.o.";mihalicek.i@renomont.sk;"0911 759 453"
"renovian s.r.o.";info@renovian.sk;"0944 676 616"
"RENOVIN s.r.o.";tucekova@renovin.sk;"0903 527 558"
"Renovium s. r. o.";renovium.sro@gmail.com;"0950 529 948"
"Renovo Reality";schneider@schneiderco.sk;"+421 917 861 816"
"RENT BB  s.r.o.";korcek@asovending.sk;"0902 960 500"
"RENT reality spol. s r.o.";rentreality@rentreality.sk;"+421 903 828 308"
"RENTA PLUS TRNAVA, s.r.o.";rentaplustt@gmail.com;"0907 809 939"
"Rentabie s.r.o.";info@rentabie.sk;"0911 343 117"
"RENTIER PRIVATE EQUITY s.r.o.";info@rpe.sk;"0948 884 884"
RENTLINE;martina.pozgayova@centrum.sk;"0910 908 079"
"Renáta  Ostradecká";lajka.majka1445@azet.sl;"0910 569 527"
"Renáta Barcová";barcovci@gmail.com;"0919 222 338"
"Renáta Krčmárová Step*By*Step";renata.krcmarova@gmail.com;"0911 809 328"
"René Blažej - RMB";blazej@rmb-reality.sk;"0357 602 941"
"REOS LEASING, spol. s r.o.";janciova@reos.sk;"+421 905 410 400"
"Reprofs s.r.o.";reprofs.reprofs@gmail.com;"0917 508 297"
Repáň;juliaondriskova@gmail.com;"0905 950 595"
"RERECON s. r. o.";rerecon.sro@gmail.com;"0905 288 215"
"Rerum Real, s. r. o.";feltsan@rerum-real.sk;"0903 381 239"
"RES GROUP, s.r.o.";info@resgroup.sk;"0907 041 122"
"RESAFE s.r.o.";kovacs81diana@gmail.com;"0905 573 669"
"RESCON Real Services s. r. o.";rescon@rescon.sk;"0903 200 661"
"RESIDENCE DEVELOPMENT s.r.o.";info@residence.eu.sk;"0948 007 142"
"Residence real s.r.o.";rr@residencereal.sk;"0255 571 090"
"RESIDENCE realitná kancelária";info@residence-real.sk;"0903 705 702"
"Residence reality s.r.o.";peterbauml@residence-reality.sk;"0917 949 007"
"Resident Real Consulting s.r.o.";karol.kubanek@residentreal.sk;"0911 369 616"
"Resido Concept";info@resido.sk;"+421 911 388 311"
"Respect Real";ildiko.marczellova@respectreal.sk;"0911 226 315"
"RESPECT REAL ESTATE";info@rre.sk;"0905 583 767"
"RESTOB s.r.o";supermajstri.sk@gmail.com;"0907 649 964"
"Retail Slovakia s.r.o.";zuzana.fialova@retailslovakia.sk;"0948 516 005"
"RETEP SLOVAKIA, s.r.o.";beata.lojan@abcreality.sk;"0904 003 003"
"REV, s.r.o.";revreality@post.sk;"0949 435 679"
"REVAK REALITY";evakozmova@revakreality.sk;"0243 191 092"
"Revilox s. r. o.";erik.tuharsky@chello.sk;"+421 903 784 777"
"REVISTA, s.r.o.";samec.tibor@gmail.com;"0915 803 142"
"Revitalise Homes s.r.o.";katarina@revitalisehomes.eu;"0944 906 474"
revoreal.sk;sihelsky@revoreal.sk;"0915 241 396"
"REWIN reality, s.r.o.";reality@rewin.sk;"0914 345 313"
"REX REAL S.R.O.";mimartusova@gmail.com;"0918 146 617"
"ReYES s.r.o.";info@reyes.sk;"0904 508 810"
"REZIDENCIA KAMENNÁ, s.r.o.";tomas.valek@nfp.eu;"0910 444 499"
"Rezidencia Kubín s.r.o.";sobolova.julia@gmail.com;"0911 349 049"
"Rezidencia LUTEA s. r. o.";faktury@amj.sk;"0948 444 001"
"Rezidencia Masarykova s. r. o.";gmitter.richard@gmail.com;"0905 543 655"
Rezoom;hana.ivanova@gmail.com;"0911 444 100"
"REZULT, s.r.o.";manderla@nextra.sk;"0903 420 062"
RF;rf@gmail.com;"090 500 000"
"RF Real Consulting s.r.o.";farkasovsky@rfreality.sk;"0918 400 220"
"RF Reality s.r.o.";nagy@rfreality.sk;"0918 552 565"
"RFcentrum reality, s. r. o.";jozefsisak@gmail.com;"0902 781 502"
"RFReality s.r.o.";r.fircova@rf-reality.sk;"0948 023 599"
"RG consulting";Richard@rg-consulting.sk;"421 948 414 411"
"RG Reality";greizinger@gmail.com;"0911 507 416"
"RG, spol. s.r.o.";bestpricemagazin@gmail.com;"+421 950 457 297"
"RH Real Invest";rihonner@gmail.com;"421 903 227 136"
"RH-invest s.r.o.";rhinvest@rhinvest.sk;"0905 552 101"
"RHAPSODY IN, s.r.o.";melicharkova@rhapsody.sk;"0907 712 148"
"ri reality";ri.reality24@gmail.com;"0901 731 401"
"RIA DEVELOP & INVEST";ria.pozgayova@gmail.com;"0905 850 264"
"RIA-Móda s.r.o.";info@ria-moda.sk;"421 905 647 593"
"Ria-Sol s.r.o.";info@ria-sol.sk;"0903 445 749"
"Ricardo Slovakia, s.r.o.";milan.ricardo@szm.sk;"0915 800 200"
"RICCI,s.r.o., Realitná kancelária";ricci.sro@gmail.com;"0902 747 737"
"Rich REALITY s.r.o.";richs@rich.sk;"+421 905 239 185"
"Richard Havrillova";mezonetygastanova@izolex.sk;"0917 630 487"
"richard krajnak";misenkova@extelinvest.sk;"0556 941 025"
"richard levák";discovery2410@zoznam.sk;"0905 117 299"
"Richard Palkovič - RP real";richard.palkovic@gmail.com;"0903 462 464"
"Richard Palčo";richard.palco@gmail.com;"9 999 999 999"
"Richard Seges";richard.seges@gmail.com;"0903 416 380"
"Richard Seges";richard.seges@zoznam.sk;"0903 416 380"
"Richard Veselko";bratislava.najmy@gmail.com;"0917 124 087"
"RIDEG, s.r.o.";matej@rideg.sk;"0905 471 799"
"RIDGELINE s.r.o.";reality@drnda.eu;"+421 918 074 173"
"RIEŠIME BÝVANIE";kancelaria@riesimebyvanie.sk;"+421 948 727 881"
"Riešime bývanie - Trnava";tuleja@rbmc.sk;"0905 700 647"
"RIGHT POWER DEVELOPMENT, s.r.o.";flakova@snowland.sk;"0940 231 731"
RIJA;samuraj1960@zoznam.sk;"0940 368 410"
"RiKoMa real";rikoma.real@gmail.com;"0944 608 967"
"RIKOMAX, s.r.o.";reality.rikomax@gmail.com;"0907 832 868"
"Rikostav Container s.r.o.";sokol@rikostav.sk;"0905 446 006"
"RILOX s. r. o.";info@rilox.sk;"0914 777 801"
"RIR s.r.o.";info@rir.sk;"0907 773 780"
"RIS Realitná kancelária, s.r.o";ris@ris.sk;"0948 775 377"
"RITZ Reality, s.r.o.";ritz.real@gmail.com;"0915 200 699"
"Riva Real s.r.o.";siska.michalovicova@gmail.com;"0949 656 422"
"RIVE s.r.o.";rive@rive.sk;"+421 905 532 621"
"RIVECO s.r.o.";riveco@riveco.sk;"0905 796 939"
RIVERCOM;info@rivercom.sk;"0905 981 660"
"Riveri Cafe and Bar";riveribar.bb@gmail.com;"0907 524 783"
"RIVERS, s.r.o.";office@rivers.sk;"0914 112 244"
"Riverside development, s.r.o.";svihran@riversidev.sk;"0901 700 881"
"RJ ENTERPRISE, s.r.o.";richard@johanes.sk;"0904 933 211"
"RK - reality";mirkavigas@gmail.com;"0905 398 430"
"RK 38- Miroslav Antoška";antoska@38rk.sk;"+421 948 445 878"
"RK Active,s.r.o";robbin67@azet.sk;"09 444 936 069"
"RK ALBENA REAK";albenareal@albena.eu.sk;"0904 506 398"
"RK ALEX s.r.o";rkalex@rkalex.sk;"0905 652 188"
"RK ANNA, s.r.o.";rkanna@rkanna.sk;"0907 547 856"
"RK BOREAL";marusic@boreal.sk;"+421 903 440 290"
"RK Consulting s.r.o.";office@rk-consulting.sk;"0918 424 893"
"RK Dalmia s. r. o.";daniela@dalmia.sk;"0905 539 570"
"RK development, s.r.o.";spb@spb.sk;"0905 644 535"
"RK Dlhe diely";attila@dlhedielyrk.sk;"0908 757 799"
"RK DOMOV";rk.domov@slovanet.sk;"0907 444 545"
"RK estate s.r.o.";richard.hipca@gmail.com;"+421 902 429 429"
"RK Finanz Real, s.r.o.";rkfinanzreal@gmail.com;"0918 628 896"
"RK HAMCIK";theprestige2007@gmail.com;"0903 553 943"
"RK Harmonia s. r. o.";harmonia.h@azet.sk;"0915 110 953"
"RK Harmonia s.r.o.";harmonia.h@azet.sk;"0915 110 953"
"RK Ing. Ingrid Ilavská";ingrid.ilavska@rkilavska.sk;"0905 618 585"
"RK KINGS s.r.o.";info@kings.sk;"0908 265 754"
"RK Lenka Pešková";peskova@expresreality.net;"0905 942 780"
"RK Limited s.r.o.";ebaz@ebaz.sk;"0907 541 254"
"RK LOCALITY s.r.o.";info@locality.sk;"0901 710 379"
"RK Maťa s.r.o.";reality@rk-mata.sk;"0911 643 998"
"RK Mediator";info@rkmediator.sk;"0905 322 795"
"RK Mgr. Eva Trnková";intextmal@post.sk;"0907 845 498"
"RK Mária Barteková";maria.bartekova@gmail.com;"0903 248 445"
"RK NITRA s.r.o.";rknitra@rknitra.sk;"0907 355 845"
"RK PAVLOVIČ";p.pavlovicova83@gmail.com;"0950 774 164"
"RK Piešťany";info@rkpiestany.sk;"0905 475 236"
"RK Quality SC, s. r. o.";rk@qualitysc.sk;"0238 138 100"
"RK REALITY";rkreality@centrum.sk;"0911 767 623"
"RK Reality Realitná kancelária s. r. o.";maros.pfeffer@gmail.com;"0901 723 456"
"RK REALITY s.r.o.";rkreality@centum.sk;"0911 767 623"
"RK Reces s.r.o.";recessala@azet.sk;"0948 211 052"
"RK SOMIL";somilrk@gmail.com;"0902 350 380"
"RK SPIRIT s.r.o.";zstricova@rkspirit.sk;"0915 204 151"
"RK Stylus s. r. o.";info@stylus.sk;"0917 598 915"
"RK Trade, Slovakia,s.r.o.";roman.kanka@azet.sk;"+421 915 474 825"
RK-jelka;rkjelka@centrum.sk;"0915 508 679"
RK-LURETA;realitysk@lureta.sk;"0915 964 114"
RK-Polivostav;polivostav@centrum.sk;"0905 612 180"
"RK-Real spol.s r.o.";info@rk-real.sk;"+421 901 784 411"
"RK. a-reality";houskovaj@gmail.com;"0903 370 663"
"RK4 REALITY";rk4@rk4.sk;"0911 590 137"
"RK90 spol. s r.o.";rk90sro@gmail.com;"+421 944 126 479"
"RKK s.r.o.";info@superrk.sk;"0917 659 048"
"RKR & Partners s. r. o.";info@rkrealitaci.sk;"0901 711 017"
"RKS s.r.o";rks@apartmanytale.sk;"0911 151 365"
"RKS spol s.r.o.";rkokavec@gmail.com;"0905 443 753"
"RKS spol. s r.o.";janka.koka@gmail.com;"0915 900 988"
RKSspol.sr.o.,;aktualizujte.si.prosim@email.sk;"0905 382 992"
RKTRIO;office@rktrio.sk;"0905 448 501"
"RL PRO s.r.o.";info1.rlpro@gmail.com;"0911 365 278"
"RLC GROUP s.r.o.";julius.zak@reallegal.eu;"0903 796 769"
"RM DIZAJN REALITY s.r.o.";rmdizajn@rmdizajn.sk;"0907 374 714"
"RM Gastro - JAZ s.r.o.";tomecek@jaz.sk;"0905 599 828"
"RMB Com, s. r. o.";rmbcomsro@gmail.com;"0918 532 639"
"RNDr. Branislav Lipták";beel@beel.sk;"0424 710 250"
"RNDr. Dušan Jurčo - DJ";jurco.dusan@gmail.com;"0903 758 386"
"RNDr. Dušan Jurčo-DJ";aktualizujte.si.prosim@email.sk;"0903 758 386"
"RNS s.r.o";cbt956@gmail.com;"0903 235 301"
"ROBECCO AVIATION s.r.o.";brano@robecco-aviation.com;"0911 391 884"
"Robert Popelka";robert.popelka@re-max.sk;"0903 224 242"
"Robert Strmeň";rstrmen@strojspis.com;"0907 360 858"
RobimexReal;info@robimexreal.sk;"0911 451 555"
"ROCA s.r.o.";cakoci.lukas@gmail.com;"0948 111 206"
"Rockwell Realty Estates";rockwell.tp@gmail.com;"0918 670 534"
"RODIS spol. s r.o.";rodisba@nextra.sk;"0905 204 829"
"RODOS-REALITY s.r.o.";ronair@pmsslovakia.eu;"0917 859 484"
Rodovareal;szabova@rodovareal.sk;"0907 669 064"
"ROFIN real estate s.r.o.";rofin@rofin.sk;"0908 750 406"
"Rohrer Impera s.r.o";klaudia.schifferova@imperaindustrial.sk;"421 911 411 281"
"ROK REAL, s.r.o.";rokreal@centrum.sk;"0905 398 296"
Rokos;jmocny02@gmail.com;"0911 136 369"
"RoKoS reality s.r.o.";patricia.bastakova@rokos.sk;"0914 163 936"
"Roku Real, s.r.o.";info@rokureal.sk;"0908 907 652"
"ROLDA s.r.o.";roldasro@yahoo.com;"0903 545 924"
"rolf undesser";info@novavillage.sk;"0917 189 952"
Roman;romanduras110@gmail.com;"0905 921 278"
"Roman Duras";romanduras@zoznam.sk;"0903 783 888"
"Roman Malíček EMAL";emal.malicek@gmail.com;"0905 295 278"
"Roman Miškár - RM FINANCE&ESTATE";info@rmfinance-estate.sk;"0918 203 575"
"Roman Oles";oles.stefan@gmail.com;"0914 321 289"
"Roman Potočka";potocka.roman1979@gmail.com;"0910 898 943"
"Roman Reissmuller";roman.reissmuller@rvel.sk;"0904 400 707"
"Romantické Chalupy, s.r.o.";chalupy@romantickechalupy.sk;"0911 291 632"
"Romaro real";romaroreal@gmail.com;"0948 403 030"
"ROMDOM, s. r. o";info@romdom.sk;"0917 451 653"
rongggg;langjak5@post.sk;"0917 875 254"
"ROPE reality s.r.o.";ropereality@gmail.com;"0915 417 022"
"RoReal s. r. o.";roreal@roreal.sk;"0907 970 839"
"ROS Plus s.r.o.";antonbaj@gmail.com;"0326 401 001"
"ROSA reality";roman.sarina@rosareality.sk;"0949 243 226"
"Rosenberg Consulting, s.r.o.";office@rosenbergconsult.sk;"0444 304 816"
"ROSENBERG PATRIK";Rosenberg@centrum.sk;"0903 622 752"
"Rosnička Slovakia, a.s.";maresdssdfk@rosddddnicka.com;"0263 810 991"
"Rossita s.r.o.";boristoth1@gmail.com;"0948 799 124"
Rotech;reality@reality-poprad.sk;"0905 626 335"
"ROTH Real Estate";roth@rothreal.sk;"0902 010 101"
"Rovex reality";rovex@zoznam.sk;"0905 928 207"
"Rovex Reality s.r.o";vykuprealit@gmail.com;"0908 159 553"
"Rovex Reality s.r.o.";info@rovexreality.sk;"0908 159 553"
"Rovinka Residence s.r.o.";romana.mackova@relaxrovinka.sk;"0911 475 630"
"ROVINKAREALITY s.r.o.";rovinkarealitysro@gmail.com;"0948 321 232"
"RoWe Services, spol. s r.o.";roweservices@roweservices.eu;"+421 905 477 843"
"ROWEX spol. s r.o.";kacerova@rowex.sk;"0903 762 671"
"ROWEX spol. sr.o.";kacerova@rowex.sk;"0903 762 671"
"Rowill s.r.o.";rowill.dunajska@gmail.com;"0911 166 395"
"ROXY REAL, s.r.o.";roxyreal.ke@gmail.com;"0905 927 265"
"Royal - Stav s. r. o.";vavrincik@royalstav.sk;"0908 241 313"
"ROYAL CUBES, s.r.o.";info@royalcubes.sk;"0948 882 702"
"ROYAL ESTATE BULGARIA Ltd.";royalestatebulgaria@gmail.com;"+359 886 199 617"
"Royal Real Estate s.r.o.";info@royalreality.sk;"918 111 233"
"Royal Reality";vanda.gaborova@royalreality.sk;"0915 800 598"
"Royals s.r.o.";info@royals.sk;"0948 949 989"
"ROYALTY´S real estate";miriam@royaltys.sk;"0908 989 882"
"Rozhlas a televízia Slovenska";Edita.Kakljuginova@rtvs.sk;"0232 505 635"
"RP Style s.r.o.";rasto@pavlisin.com;"0903 705 650"
"RPR Invest, s. r. o.";richard.prugler@gmail.com;"0904 965 166"
"RR COFFEE s. r. o.";rz@rolandreal.sk;"0905 599 911"
"RR Consulting, s. r. o.";lukas.ostatnik@intradegroup.sk;"0948 272 759"
"RR reality, s. r. o.";info@rrreality.sk;"0911 126 167"
RReality;kosice.reality@gmail.com;"0944 306 603"
"RRG stav, s.r.o.";info@rrginvestment.sk;"0905 620 899"
"RRP s.r.o.";roman.reissmuller@rvel.sk;"0904 400 707"
"RS Mansory s.r.o.";info@rsmansory.sk;"+421 908 246 481"
"RS reality s.r.o";jarrisos@gmail.com;"0905 657 690"
"RS Reality, s.r.o.";reality@rs-reality.sk;"0905 657 690"
"RS test s.r.o.";support@rstest.sk;"0905 111 222"
"RSQ 1 s.r.o.";krajickovakatarina@gmail.com;"421 911 888 388"
RT;paveld@centrum.sk;"421 902 466 510"
"RT DEVELOPMENT GROUP s.r.o.";rapa@rapa.sk;"0918 696 830"
"RT Secret";richardt2410@gmail.com;"0908 779 043"
"RT-Real Estate";rtre@rtre.sk;"0950 492 414"
"RT-Real Estate";tomasek@rtrealestate.sk;"0951 742 363"
"RTC, s.r.o.";r-t-c@r-t-c.sk;"0907 852 200"
"RUBEX, spol. s.r.o.";ruziak@rubex.sk;"0903 412 140"
"RUCE real, s.r.o.";renata.kokanovicova@gmail.com;"0908 762 708"
"Rudné bane, štátny podnik";magda@rudnebane.sk;"0907 585 778"
"Rudolf Galambos";rudolf.galambos@azet.sk;"0905 448 520"
"Rudolf Holko";rudyholko@gmail.com;"0917 802 182"
"Rudolf Sándor - MS studio";msstudio@azet.sk;"0917 519 484"
"RUKON s.r.o.";reality@rukon.sk;"0903 776 464"
"RUSKY SK s.r.o.";rusky@rusky.sk;"0905 339 196"
"RuVix Real s. r. o.";dohanyos.r@gmail.com;"0948 784 433"
"RUVO s.r.o.";reality@ruvo.sk;"+421 949 455 313"
"Ružena Kondllová-HAUSREAL";kondllova@hausreal.sk;"0905 225 350"
"Ružena Kovalčíková";kovalcikova.ruz@gmail.com;"0948 598 899"
"Ružinovská 1 s.r.o. FIX";mkosorin@shark.sk;"0908 999 160"
"RUŽOMBEROK LIPTOV REALITY, s.r.o.";carlr@centrum.sk;"0915 875 427"
"RV 3, s.r.o.";info@rezidenciavinohrady.sk;"0910 444 499"
"RV Development 2 s. r. o.";tittelova@grafobalgroup.sk;"0902 986 525"
"RV Real";hupe35@atlas.sk;"0902 109 133"
"RVP build";info@chcemdom.sk;"0948 668 658"
"RWA SLOVAKIA, spol. s r.o.";roland.soter@sempol.sk;"0917 427 925"
Ryan-Real;Ryanrealitka@gmail.com;"0944 235 224"
rybarstvo.sk;j@parák.sk;"0905 455 544"
"Róbert Rusňák - ViMa Real";helen@vimareal.com;"0948 887 665"
"Róbert Tabara";slovensko@diboeast.com;"0907 702 888"
"Róbert Uhrina-RUŽA REALITY";realityruza@realityruza.sk;"0911 460 558"
"S & P Corporation, s.r.o.";spacekreality@gmail.com;"421 905 715 840"
"S - REAL HOLDING s.r.o.";reality@s-real.sk;"0918 400 010"
"S nami bývaš";info@snamibyvas.sk;"0949 883 099"
"S projekty s.r.o.";dasa.sochova@gmail.com;"0911 134 254"
"S&C Consulting";adriana.hopocka@gmail.com;"0948 809 309"
"S&K Agro-Real s.r.o.";sarvasova.katarina@gmail.com;"0908 787 713"
"S&P ESTATE s.r.o.";kuzma@senger.sk;"0948 250 404"
"S&T International, s.r.o.";peter.laczko@gmail.com;"0948 106 119"
"S-Hausreal s.r.o.";s-hausreal@s-hausreal.sk;"0948 069 109"
"S.N.A.I.L. s.r.o.";p.macik@soudal.sk;"0903 716 185"
"S12 s.r.o.";info@florianka.sk;"421 948 694 866"
"S2 Reality s. r. o.";reality@s2reality.sk;"0910 942 249"
"SA REALITY Alena Schweierová";schweierova@sareality.sk;"0907 518 693"
"SAAMIA s.r.o.";marek.kostolansky.saamia@gmail.com;"+421 903 754 863"
"SAAMIA, s.r.o.";marek.kostolansky.saamia@gmail.com;"+421 903 754 863"
Sab;sab13@centrum.cz;"0944 714 892"
Sabolova;dom-pri-kosiciach@gmail.com;"0908 652 917"
"SABRINA INVEST, s.r.o.";info@sabrinainvest.sk;"0905 407 247"
"SAD Dunajská Streda";jancovic@sadds.sk;"+421 904 417 137"
"SAD Reality, s.r.o.";sadrealitysro@gmail.com;"0948 771 003"
"Sadro s.r.o.";migila@sadro.sk;"0424 321 852"
"Safe reality s. r. o.";info.safereality@gmail.com;"0905 941 845"
"SAFETRONICS a.s.";info@safetronics.sk;"+421 915 330 999"
"Safety Real, s.r.o.";robertliker@centrum.sk;"0905 230 841"
"SAGEse, s.r.o.";krasnanskas@sagese.sk;"0903 658 601"
"SAJMONS, s.r.o.";info@pekne-domy.sk;"0903 464 175"
"SALE real";infosalereal@gmail.com;"0903 814 284"
"Sale Reality Bratislava s.r.o";jana.mesiarikova@gmail.com;"0910 491 334"
SaleA;info@salea.sk;"0945 453 323"
"SALEM Property s. r. o.";info@salemproperty.sk;"0902 437 083"
"Salon Inanna";ingridtisova@gmail.com;"0903 640 143"
"SALUTO REAL, s.r.o.";alfa.saluto@gmail.com;"0911 546 829"
"Salve Real Estates, a.s.";vrastiakova@salvegroup.com;"0918 726 911"
"Sam Reality";info@house4u.sk;"0910 744 363"
